Title,Features.Max Players,Metadata.Genres,Metadata.Publishers,Metrics.Review Score,Metrics.Sales,Metrics.Used Price,Release.Console,Release.Rating,Release.Year,Length.All PlayStyles.Average,Length.All PlayStyles.Leisure,Length.All PlayStyles.Median,Length.All PlayStyles.Rushed,Length.Completionists.Average,Length.Completionists.Leisure,Length.Completionists.Median,Length.Completionists.Rushed,Length.Main + Extras.Average,Length.Main + Extras.Leisure,Length.Main + Extras.Median,Length.Main + Extras.Rushed,Length.Main Story.Average,Length.Main Story.Leisure,Length.Main Story.Median,Length.Main Story.Rushed
Children of Mana,1,action/role-playing (rpG),Nintendo,65,0.16,16.95,Nintendo DS,E,2006,22.55,35.83333333,22.11666667,16.58333333,27.95,31.08333333,28.93333333,25.75,24.11666667,36.58333333,23.55,17.33333333,17.68333333,24.43333333,15,14.16666667
Valkyrie Profile: Lenneth,1,role-playing (rpG),SquareEnix,80,0.16,22.95,Sony PSP,E,2006,37.5,67.96666667,34.38333333,28.98333333,48.76666667,72.21666667,40.11666667,39.41666667,36.83333333,42.46666667,35.06666667,30.93333333,33.18333333,44.28333333,29.98333333,26.8
Monster House,1,action,THQ,62,0.15,14.95,Nintendo DS,M,2006,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,0,0,0,0,0,0,0,0
Enchanted Arms,1,role-playing (rpG),Ubisoft,69,0.15,17.95,X360,E,2006,43.28333333,70.81666667,40,29.81666667,52.4,74.95,47.45,34.36666667,43.65,71.66666667,43.03333333,30.83333333,22.48333333,25.26666667,21.83333333,20.06666667
NHL 07,4,sports,EA,76,0.14,12.95,Sony PSP,M,2006,9,9.5,9,8.5,8,8,8,8,0,0,0,0,10,10,10,10
Bust-a-Move Deluxe,2,strategy,NA,73,0.14,14.95,Sony PSP,M,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Full Auto 2: Battlelines,2,action/racing  ,Sega,67,0.14,14.95,PlayStation 3,T,2006,10.03333333,11.15,9.583333333,9.15,12.5,12.5,12.5,12.5,10.18333333,10.18333333,10.18333333,10.18333333,8.75,8.866666667,8.75,8.616666667
Blitz: The League,2,sports,Midway,69,0.14,14.95,X360,T,2006,15,15,15,15,0,0,0,0,0,0,0,0,15,15,15,15
Star Trek Legacy,2,action/strategy,Ubisoft,64,0.14,24.95,X360,E,2006,9.033333333,10.1,9,7.5,9,9,9,9,8,8,8,8,9.4,10.7,11,8.1
Eragon,1,action/role-playing (rpG),NA,63,0.14,16.95,Nintendo DS,E,2006,8.833333333,12.7,8,5.583333333,11.66666667,13.91666667,10,9.416666667,0,0,0,0,5.433333333,6.35,6,4.233333333
Master of Illusion,1,strategy,Nintendo,69,0.14,14.95,Nintendo DS,E,2006,4.1,4.516666667,4.1,3.666666667,4.1,4.516666667,4.1,3.666666667,0,0,0,0,0,0,0,0
Mega Man ZX,1,action,Capcom,76,0.14,19.95,Nintendo DS,T,2006,11.26666667,16.05,10.96666667,8.05,15.96666667,16.45,15.96666667,15.48333333,13.13333333,16.53333333,11,10.75,8.883333333,11.95,8.95,6.933333333
Untold Legends: The Warrior's Code,1,action/role-playing (rpG),Sony,65,0.14,14.95,Sony PSP,T,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Super Swing Golf,1,sports,NA,72,0.14,16.95,Nintendo Wii,T,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X-Men: The Official Game,1,action,Activision,52,0.14,14.95,X360,M,2006,11.88333333,14.18333333,12.06666667,9.95,11.31666667,12.13333333,12.25,10.48333333,12.06666667,14.18333333,11.88333333,9.95,12.5,13.25,12.5,11.75
Untold Legends: Dark Kingdom,2,action/role-playing (rpG),EA,58,0.13,16.95,PlayStation 3,E,2006,24.75,26.43333333,25,22.93333333,28,28,28,28,23.66666667,24.66666667,25,22.66666667,0,0,0,0
Happy Feet,2,action,Midway,46,0.13,14.95,Nintendo Wii,E,2006,0.666666667,0.666666667,0.666666667,0.666666667,0,0,0,0,0,0,0,0,0.666666667,0.666666667,0.666666667,0.666666667
Open Season,1,action,Ubisoft,72,0.13,17.95,Nintendo DS,T,2006,5.466666667,7.3,3.75,3.433333333,7.616666667,9.016666667,8.5,5.766666667,2.25,2.25,2.25,2.25,3.666666667,3.783333333,3.5,3.533333333
Dungeon Siege: Throne of Agony,1,role-playing (rpG),2K,74,0.13,24.95,Sony PSP,E,2006,17.6,18.6,16.83333333,16.83333333,16.83333333,16.83333333,16.83333333,16.83333333,18.38333333,19.18333333,18.38333333,17.58333333,17.21666667,17.6,17.21666667,16.83333333
LocoRoco,1,action/strategy,Sony,83,0.13,17.95,Sony PSP,T,2006,8.166666667,18.98333333,6,5.05,18.66666667,18.66666667,18.66666667,18.66666667,13.51666667,21.73333333,11.63333333,9.683333333,5.4,9.133333333,5,4.1
Dead or Alive: Xtreme 2,1,racing/sports,NA,53,0.13,14.95,X360,T,2006,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
Fuzion Frenzy 2,4,action/sports,Microsoft,49,0.12,14.95,X360,T,2006,4.366666667,6.516666667,3.75,2.516666667,9,9,9,9,5,5,5,5,1.75,2.116666667,1.75,1.366666667
MotoGP '06,4,racing/simulation/sports,THQ,80,0.12,14.95,X360,M,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lumines II,2,strategy,NA,81,0.12,14.95,Sony PSP,E,2006,14.5,14.75,14.5,14.25,0,0,0,0,14,14,14,14,15,15,15,15
Star Wars: Lethal Alliance,1,action,Ubisoft,61,0.12,17.95,Sony PSP,T,2006,5.666666667,6.216666667,5,5.166666667,0,0,0,0,0,0,0,0,5.666666667,6.216666667,5,5.166666667
Worms: Open Warfare,1,action/strategy,THQ,70,0.12,17.95,Sony PSP,T,2006,9.116666667,9.55,9.116666667,8.683333333,10,10,10,10,0,0,0,0,8.25,8.25,8.25,8.25
Metal Slug Anthology,4,action,NA,73,0.11,16.95,Nintendo Wii,T,2006,7.483333333,11.11666667,7,5.283333333,8.5,9.25,8.5,7.75,11,13,11,9,6.666666667,10.16666667,6,4.833333333
Lemmings,1,strategy,Sony,76,0.11,17.95,Sony PSP,E,2006,20.43333333,25.98333333,20.8,16.3,13.6,13.6,13.6,13.6,22.08333333,26.45,21,18.26666667,20.46666667,23.01666667,21.61666667,16.51666667
Mega Man Powered Up,1,action,Capcom,82,0.11,16.95,Sony PSP,E,2006,5.633333333,7.833333333,5.75,3.533333333,0,0,0,0,8.5,9.116666667,8,7.866666667,2.783333333,3.433333333,3,2.133333333
College Hoops 2K6,1,sports,2K,70,0.11,6.95,X360,E,2006,1.55,1.783333333,1.566666667,1.333333333,1.55,1.783333333,1.566666667,1.333333333,0,0,0,0,0,0,0,0
Dynasty Warriors 5: Empires,2,action/role-playing (rpG)/strategy,NA,61,0.1,14.95,X360,T,2006,34.31666667,79.26666667,22.78333333,21.11666667,42.93333333,83.23333333,30,25.73333333,0,0,0,0,14.21666667,14.55,14,13.9
Magical Starsign,1,role-playing (rpG),Nintendo,69,0.1,9.95,Nintendo DS,E,2006,28.96666667,34.11666667,28.78333333,24.9,34,34,34,34,32.18333333,35.73333333,32,29.03333333,27.21666667,30.98333333,25.83333333,23.73333333
Resident Evil: Deadly Silence,1,action,Capcom,71,0.1,17.95,Nintendo DS,E,2006,6.9,9.766666667,6.166666667,4.883333333,10.28333333,11.63333333,10.28333333,8.933333333,7.583333333,8.5,6,6.283333333,5.983333333,6.983333333,6,4.616666667
Cabela's African Safari,1,sports,Activision,53,0.1,17.95,X360,E,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabela's Alaskan Adventures,1,sports,Activision,48,0.1,17.95,X360,E,2006,20,20,20,20,20,20,20,20,0,0,0,0,0,0,0,0
Armored Core 4,2,action,Sega,65,0.09,19.95,PlayStation 3,E,2006,20.6,22.65,20,19.15,0,0,0,0,19,19.5,19,18.5,23,24,23,22
LostMagic,1,action/role-playing (rpG),Ubisoft,68,0.09,14.95,Nintendo DS,T,2006,13.28333333,20.06666667,12,7.933333333,13.55,19.61666667,9.933333333,7.5,13.01666667,13.01666667,13.01666667,13.01666667,13,14,13,12
Magnetica,1,action/strategy,Nintendo,68,0.09,17.95,Nintendo DS,T,2006,9.933333333,9.933333333,9.933333333,9.933333333,0,0,0,0,0,0,0,0,9.933333333,9.933333333,9.933333333,9.933333333
Def Jam Fight for NY: The Takeover,1,action,EA,79,0.09,17.95,Sony PSP,T,2006,5.133333333,5.566666667,5.15,4.683333333,0,0,0,0,0,0,0,0,5.133333333,5.566666667,5.15,4.683333333
NASCAR 07,1,racing/simulation,EA,66,0.09,24.95,Sony PSP,T,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Ant Bully,1,action,Midway,45,0.09,16.95,Nintendo Wii,T,2006,3.566666667,3.566666667,3.566666667,3.566666667,0,0,0,0,0,0,0,0,3.566666667,3.566666667,3.566666667,3.566666667
Just Cause,1,action/racing  ,Eidos,73,0.09,16.95,X360,E,2006,14.61666667,31.15,10,8.016666667,29.5,39.36666667,28,24.31666667,19.95,25.98333333,20,14.51666667,8.6,13.18333333,8.116666667,6.033333333
Onechanbara: Bikini Samurai Squad,1,action,NA,39,0.09,19.95,X360,E,2006,16.98333333,28.26666667,7.833333333,8.1,44.11666667,44.11666667,44.11666667,44.11666667,31.63333333,34.95,31.63333333,28.31666667,5.7,7.633333333,5,4.566666667
Phantasy Star Universe,1,role-playing (rpG),Sega,64,0.09,24.95,X360,E,2006,35.13333333,47.01666667,28.93333333,25.01666667,55.5,58.75,55.5,52.25,34.5,45.36666667,29,28.53333333,27.73333333,34.13333333,26.81666667,22.63333333
Project Sylpheed: Arc of Deception,1,action,Microsoft,64,0.09,14.95,X360,T,2006,7.65,15.11666667,4.833333333,4.916666667,0,0,0,0,15,19.5,15,10.5,5.8,8.666666667,4,4.25
Winning Eleven: Pro Evolution Soccer 2007,6,sports,Konami,80,0.08,11.95,X360,E,2006,37,50.5,37,23.5,64,64,64,64,0,0,0,0,10,10,10,10
Kororinpa: Marble Mania,2,action/strategy,Nintendo,69,0.08,17.95,Nintendo Wii,T,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Digimon World DS,1,role-playing (rpG),Namco,49,0.08,27.95,Nintendo DS,E,2006,30.65,36.8,32.11666667,22.1,37,37,37,37,36.16666667,39.46666667,37.23333333,32.35,21.18333333,24.41666667,25,17.95
Innocent Life: A Futuristic Harvest Moon,1,role-playing (rpG)/simulation/strategy,NA,67,0.08,17.95,Sony PSP,E,2006,33.73333333,33.73333333,33.73333333,33.73333333,0,0,0,0,33.73333333,33.73333333,33.73333333,33.73333333,0,0,0,0
Power Stone Collection,1,action,Capcom,74,0.08,14.95,Sony PSP,M,2006,8.366666667,8.366666667,8.366666667,8.366666667,0,0,0,0,8.366666667,8.366666667,8.366666667,8.366666667,0,0,0,0
EA Replay,4,action/role-playing (rpG)/simulation/sports/strategy,EA,56,0.07,14.95,Sony PSP,E,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Samurai Warriors 2,4,action,NA,52,0.07,14.95,X360,M,2006,46.18333333,53.41666667,47.5,38.41666667,53.36666667,55.86666667,50.11666667,50.86666667,44.85,47.63333333,44.38333333,42.3,30,30,30,30
Far Cry: Vengeance,2,action,Ubisoft,38,0.07,16.95,Nintendo Wii,E,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Import Tuner Challenge,2,racing  ,Ubisoft,54,0.07,17.95,X360,E,2006,34.66666667,38.41666667,39,30.91666667,40,40,40,40,39,39,39,39,25,25,25,25
Contact,1,adventure/role-playing (rpG),NA,73,0.07,14.95,Nintendo DS,E,2006,15.6,21.03333333,14.58333333,11.03333333,21.38333333,23.03333333,21.76666667,18.86666667,21.38333333,23.63333333,19.18333333,19.13333333,11.75,13.56666667,11.73333333,9.35
Touch Detective,1,adventure,NA,60,0.07,14.95,Nintendo DS,T,2006,6.9,8.75,6.133333333,5.583333333,8.35,9.583333333,8,7.116666667,7.5,7.75,7.5,7.25,5.983333333,6.983333333,6,5.316666667
FIFA Street 2,1,sports,EA,58,0.07,17.95,Sony PSP,T,2006,25.71666667,33.91666667,20,20.91666667,31.78333333,38.03333333,30.36666667,25.53333333,20,20,20,20,19.5,19.75,19.5,19.25
007: From Russia with Love,1,action/racing  ,EA,61,0.07,17.95,Sony PSP,T,2006,6.383333333,6.716666667,6.5,5.883333333,0,0,0,0,7,7,7,7,6.333333333,6.65,6.266666667,5.816666667
PaRappa the Rapper,1,action,Sony,67,0.07,12.95,Sony PSP,T,2006,1.7,3.766666667,1.416666667,1.1,3.3,3.3,3.3,3.3,4.5,5.25,4.5,3.75,1.3,1.85,1.116666667,0.933333333
Riviera: The Promised Land,1,role-playing (rpG),NA,68,0.07,17.95,Sony PSP,M,2006,24.31666667,28.3,24.26666667,21.06666667,0,0,0,0,24.68333333,27.66666667,24,22.16666667,24.1,28.31666667,24.53333333,21.08333333
Samurai Warriors: State of War,1,action,NA,64,0.07,17.95,Sony PSP,E,2006,10.5,10.5,10.5,10.5,0,0,0,0,0,0,0,0,10.5,10.5,10.5,10.5
Viewtiful Joe: Red Hot Rumble,1,action,Capcom,63,0.07,14.95,Sony PSP,E,2006,10.56666667,13.61666667,9.9,7.516666667,0,0,0,0,13.45,15.21666667,13.45,11.66666667,4.8,4.8,4.8,4.8
Ice Age 2: The Meltdown,1,action,NA,66,0.07,17.95,Nintendo Wii,E,2006,9.25,11.93333333,8.5,6.933333333,0,0,0,0,13.5,14.25,13.5,12.75,5,5,5,5
Rumble Roses XX,4,action/sports,Konami,62,0.06,17.95,X360,E,2006,119.25,158.8,126,76.3,127,168.25,156,85.75,96,96,96,96,0,0,0,0
Bionicle Heroes,1,action,Eidos,72,0.06,16.95,Nintendo DS,T,2006,15.3,27.05,12.88333333,9.4,17.23333333,18.88333333,18.33333333,15.33333333,24,32,24,16,8.55,9.566666667,9.75,6.916666667
Deep Labyrinth,1,role-playing (rpG),NA,57,0.06,10.95,Nintendo DS,T,2006,13.56666667,13.56666667,13.56666667,13.56666667,0,0,0,0,0,0,0,0,13.56666667,13.56666667,13.56666667,13.56666667
Blade Dancer: Lineage of Light,1,role-playing (rpG),NA,60,0.06,16.95,Sony PSP,E,2006,29.28333333,29.68333333,29.5,28.86666667,28.35,28.35,28.35,28.35,0,0,0,0,29.75,29.86666667,29.75,29.61666667
Every Extend Extra,1,action,NA,74,0.06,11.95,Sony PSP,E,2006,12,12,12,12,0,0,0,0,0,0,0,0,12,12,12,12
Ultimate Ghosts 'N' Goblins,1,action,Capcom,72,0.06,17.95,Sony PSP,E,2006,6.15,9.4,5.5,3.666666667,12.95,12.95,12.95,12.95,6.983333333,7.483333333,6.983333333,6.483333333,3.333333333,4.216666667,3.5,2.45
Xiaolin Showdown,1,action,Konami,44,0.06,14.95,Sony PSP,M,2006,9.45,12.05,6,6.85,16.38333333,16.38333333,16.38333333,16.38333333,0,0,0,0,6,6,6,6
Bullet Witch,1,action,Atari,55,0.06,16.95,X360,M,2006,8.533333333,11.5,7.5,5.5,15,15,15,15,12.41666667,12.85,13,11.96666667,6.266666667,8.133333333,6.283333333,4.633333333
Death Jr. II: Root of Evil,2,action,Konami,68,0.05,14.95,Sony PSP,E,2006,9.7,11.53333333,9.7,7.85,0,0,0,0,13.38333333,13.38333333,13.38333333,13.38333333,6.016666667,6.016666667,6.016666667,6.016666667
Alex Rider: Stormbreaker,1,action/adventure,THQ,48,0.05,12.95,Nintendo DS,M,2006,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,0,0,0,0,0,0,0,0
Cartoon Network Racing,1,racing  ,NA,55,0.05,14.95,Nintendo DS,E,2006,14.86666667,14.86666667,14.86666667,14.86666667,14.86666667,14.86666667,14.86666667,14.86666667,0,0,0,0,0,0,0,0
Guilty Gear: Dust Strikers,1,action,NA,60,0.05,14.95,Nintendo DS,E,2006,0.316666667,0.316666667,0.316666667,0.316666667,0,0,0,0,0,0,0,0,0.316666667,0.316666667,0.316666667,0.316666667
Gunpey DS,1,strategy,Namco,70,0.05,12.95,Nintendo DS,E,2006,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0
Lara Croft Tomb Raider: Legend,1,action/racing  ,Eidos,58,0.05,17.95,Nintendo DS,E,2006,9.15,19.28333333,8,5.9,15.85,22.95,16,10.95,8.883333333,11.33333333,8.45,5.95,7.766666667,12.5,7.416666667,6.05
Mercury Meltdown,1,strategy,NA,78,0.05,12.95,Sony PSP,M,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTX Mototrax,1,racing/sports,Activision,67,0.05,19.95,Sony PSP,M,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snoopy vs. the Red Baron,1,action,Namco,76,0.05,17.95,Sony PSP,E,2006,6,6,6,6,0,0,0,0,0,0,0,0,6,6,6,6
Super Monkey Ball Adventure,1,action/racing  ,Sega,56,0.05,24.95,Sony PSP,E,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ys VI: The Ark of Napishtim,1,action/role-playing (rpG),Konami,64,0.05,16.95,Sony PSP,E,2006,14.71666667,22.08333333,13.66666667,10.83333333,17.93333333,22.45,15.5,12.85,14.36666667,17.61666667,13.83333333,11.55,14.36666667,21.83333333,13,10.58333333
Bomberman Land Touch!,1,action,NA,78,0.04,24.95,Nintendo DS,E,2006,16.41666667,21.85,15,10.98333333,0,0,0,0,17.13333333,22.56666667,17.13333333,11.7,15,15,15,15
Point Blank DS,1,action,Atari,66,0.04,17.95,Nintendo DS,M,2006,0.9,2.5,0.15,0.3,0,0,0,0,0,0,0,0,0.9,2.5,0.15,0.3
Scurge: Hive,1,action,NA,70,0.04,8.95,Nintendo DS,M,2006,10.78333333,13.48333333,9.816666667,8.65,13.35,14.78333333,13.35,11.91666667,0,0,0,0,10.31666667,13.3,9.583333333,8.466666667
Star Trek: Tactical Assault,1,action/strategy,Ubisoft,63,0.04,17.95,Nintendo DS,T,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tao's Adventure: Curse of the Demon Seal,1,role-playing (rpG),Konami,50,0.04,14.95,Nintendo DS,E,2006,45,45,45,45,0,0,0,0,0,0,0,0,45,45,45,45
Ford Bold Moves Street Racing,1,racing  ,Eidos,52,0.04,17.95,Sony PSP,T,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gitaroo Man Lives!,1,simulation,NA,80,0.04,22.95,Sony PSP,E,2006,2.433333333,3.566666667,1.883333333,1.65,0,0,0,0,2.683333333,3.283333333,2.683333333,2.083333333,2.333333333,3.55,1.883333333,1.633333333
Gradius Collection,1,action,Konami,76,0.04,17.95,Sony PSP,T,2006,10.11666667,10.18333333,10.11666667,10.05,0,0,0,0,10.25,10.25,10.25,10.25,10,10,10,10
The Legend of Heroes II: Prophecy of the Moonli...,1,role-playing (rpG),Namco,63,0.04,17.95,Sony PSP,E,2006,24.7,29.36666667,22.8,20.91666667,35,35,35,35,22.5,23.75,22.5,21.25,23.53333333,26.03333333,20.61666667,20.08333333
Pac-Man World Rally,1,action/racing  ,Namco,51,0.04,17.95,Sony PSP,T,2006,2.75,3.866666667,2.75,1.616666667,0,0,0,0,0,0,0,0,2.75,3.866666667,2.75,1.616666667
Bomberman: Act Zero,1,action,Konami,34,0.04,12.95,X360,E,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Earth Defense Force 2017,2,action,NA,69,0.03,17.95,X360,T,2006,22.46666667,45.86666667,11,12.05,60.5,60.75,60.5,60.25,33.5,51.5,22.5,19,9.85,12.45,10,8.633333333
WarTech: Senko no Ronde,2,action,Ubisoft,60,0.03,12.95,X360,T,2006,25.88333333,57.25,1.166666667,6.883333333,101,101,101,101,0,0,0,0,0.85,1.116666667,1,0.583333333
MechAssault: Phantom War,1,action,NA,66,0.03,12.95,Nintendo DS,E,2006,7.5,8.116666667,7,6.866666667,0,0,0,0,0,0,0,0,7.5,8.116666667,7,6.866666667
Astonishia Story,1,role-playing (rpG)/strategy,Ubisoft,48,0.03,16.95,Sony PSP,T,2006,19.05,20.18333333,19.15,17.91666667,16.73333333,16.73333333,16.73333333,16.73333333,21.28333333,21.28333333,21.28333333,21.28333333,19.15,19.15,19.15,19.15
B-Boy,1,action,Sony,50,0.03,17.95,Sony PSP,E,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BattleZone,1,action,Atari,57,0.03,14.95,Sony PSP,E,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bounty Hounds,1,action/strategy,Namco,63,0.03,17.95,Sony PSP,T,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bubble Bobble Evolution,1,action,NA,47,0.03,12.95,Sony PSP,E,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MotoGP,1,racing/sports,Sony,69,0.03,32.95,Sony PSP,E,2006,7.5,7.5,7.5,7.5,0,0,0,0,0,0,0,0,7.5,7.5,7.5,7.5
OutRun 2006: Coast 2 Coast,1,racing  ,Sega,82,0.03,17.95,Sony PSP,E,2006,5.183333333,7.116666667,4,3.783333333,0,0,0,0,0,0,0,0,5.183333333,7.116666667,4,3.783333333
Warhammer: Battle for Atluma,1,strategy,Namco,55,0.03,17.95,Sony PSP,M,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SBK: Snowboard Kids,1,action/sports,NA,63,0.02,19.95,Nintendo DS,E,2006,6.316666667,6.716666667,6.316666667,5.9,6.316666667,6.716666667,6.316666667,5.9,0,0,0,0,0,0,0,0
Tenchu: Dark Secret,1,action,Nintendo,37,0.02,14.95,Nintendo DS,E,2006,7.1,7.8,7.1,6.4,0,0,0,0,0,0,0,0,7.1,7.8,7.1,6.4
Dungeon Maker: Hunting Ground,1,action/role-playing (rpG),NA,70,0.02,14.95,Sony PSP,E,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Metal Gear Solid: Digital Graphic Novel,1,adventure,Konami,78,0.02,17.95,Sony PSP,T,2006,3.183333333,3.4,3.033333333,3.05,3,3,3,3,0,0,0,0,3.25,3.416666667,3.033333333,3.083333333
Micro Machines V4,2,action/racing  ,NA,61,0.01,17.95,Sony PSP,E,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Platypus,2,action,NA,59,0.01,14.95,Sony PSP,T,2006,1.433333333,1.666666667,1.25,1.2,0,0,0,0,0,0,0,0,1.433333333,1.666666667,1.25,1.2
Custom Robo Arena,1,action/role-playing (rpG),Nintendo,74,0.01,17.95,Nintendo DS,T,2006,24.03333333,35.16666667,20.61666667,18.66666667,48,48,48,48,21,21,21,21,18.8,20.48333333,19.11666667,16.98333333
Gurumin: A Monstrous Adventure,1,action,NA,78,0.01,13.95,Sony PSP,T,2006,11.51666667,16,10.5,9.25,19,19,19,19,12.8,16.55,11.38333333,10.35,9.316666667,10.26666667,9.4,8.416666667
Spider-Man 3,1,action,Ubisoft,58,0.01,6.95,Sony PSP,M,2006,10.83333333,16.28333333,10.31666667,7.883333333,10.81666667,10.81666667,10.81666667,10.81666667,12.55,16.96666667,11.31666667,10.96666667,9.633333333,12.48333333,9.666666667,7.416666667
Wii Fit,1,Educational/sports,Nintendo,80,9.6,24.95,Nintendo Wii,T,2007,6.066666667,10.01666667,4,4.016666667,0,0,0,0,12,13.75,13,10.25,3.85,4.45,3.933333333,3.45
Halo 3,4,action,Microsoft,94,8.03,24.95,X360,E,2007,10.35,34.85,9.083333333,6.733333333,16.68333333,37.91666667,15,12.41666667,12.76666667,25.93333333,11,7.933333333,8.866666667,14.46666667,9,6.35
Call of Duty 4: Modern Warfare,4,action,Activision,94,5.77,29.95,X360,E,2007,8.016666667,28.75,7,4.75,16.65,31.13333333,15,11.31666667,9.7,29.66666667,9,6.516666667,6.75,13.43333333,7,4.433333333
Super Mario Galaxy,2,action,Nintendo,97,4.94,39.95,Nintendo Wii,E,2007,24.83333333,51.56666667,20,13.36666667,44.3,62.68333333,45,28.1,26.51666667,43.33333333,26.85,18.33333333,15.28333333,25.4,15,9.733333333
Mario Party DS,1,action/strategy,Nintendo,72,4.34,27.95,Nintendo DS,T,2007,8.033333333,13.71666667,6.866666667,5.216666667,8,8,8,8,8.2,10.96666667,4.533333333,5.433333333,7.966666667,13.7,6.866666667,5.2
Mario Party 8,4,action/strategy,Nintendo,62,3.84,39.95,Nintendo Wii,T,2007,6.2,9.933333333,5,4.3,8,9.75,7,6.25,11,12.96666667,12.33333333,9.033333333,4.216666667,5.05,4,3.55
Guitar Hero III: Legends of Rock,2,action/simulation,Activision,85,3.28,12.95,X360,T,2007,15.18333333,56,8.833333333,7.5,18.9,25.71666667,24,13.46666667,27.06666667,60.63333333,15.5,12.13333333,8.216666667,19.05,8,5.55
Link's Crossbow Training,1,action,Nintendo,68,3.2,14.95,Nintendo Wii,E,2007,2.1,3.516666667,2,1.4,3.616666667,4.1,4.016666667,2.916666667,2.966666667,3.866666667,2.5,2.416666667,1.483333333,2.15,1.116666667,1.033333333
Assassin's Creed,1,action,Ubisoft,81,3.17,16.95,X360,T,2007,18.75,56.7,17,11.93333333,31.93333333,63.25,30,22.98333333,19.75,34.33333333,19.61666667,13.58333333,15.3,23.56666667,15,10.56666667
LEGO Star Wars: The Complete Saga,2,action,NA,80,3.03,17.95,Nintendo Wii,M,2007,24.88333333,51.71666667,20,15.05,39.81666667,49.81666667,39.5,32.38333333,25.5,52.11666667,21,15.96666667,14.66666667,27.16666667,14,11
Mario & Sonic at the Olympic Games,4,action/sports,Nintendo,67,2.74,29.95,Nintendo Wii,E,2007,9.233333333,10.05,9,8.05,10,10.5,10,9.5,9.583333333,9.866666667,9.583333333,9.283333333,7,7,7,7
Forza Motorsport 2,2,racing  ,Microsoft,90,2.48,12.95,X360,T,2007,59.55,73.93333333,58.21666667,49.43333333,70.5,78.96666667,67.38333333,63.56666667,57.4,64.1,55,48.1,54.06666667,57.06666667,54.2,50.06666667
Madden NFL 08,4,sports,EA,85,2.32,9.95,X360,E,2007,106,176.25,17,35.75,10,10,10,10,291,291,291,291,17,17,17,17
Guitar Hero II,2,action/simulation,Activision,92,2.04,17.95,X360,T,2007,13.41666667,28.21666667,9.5,6.566666667,30,37.5,30,22.5,22.01666667,33,20,13.5,8.9,19.46666667,9,5.316666667
Rock Band,4,action/simulation,NA,92,2.02,14.95,X360,E,2007,19.36666667,86.83333333,8,9.333333333,42,42,42,42,35.51666667,95.46666667,26.36666667,18.46666667,7.583333333,9.833333333,7.75,6.333333333
The Legend of Zelda: Phantom Hourglass,1,action,Nintendo,90,1.92,24.95,Nintendo DS,E,2007,20.21666667,40.18333333,19.4,14.65,30.33333333,44.11666667,25,23.61666667,20.81666667,32.58333333,20,15.2,16.1,20.6,15.56666667,12.66666667
Pokmon Mystery Dungeon: Explorers of Darkness,1,role-playing (rpG),Nintendo,59,1.91,15.95,Nintendo DS,E,2007,31.18333333,55.26666667,23.9,21.33333333,75.06666667,80.55,81.13333333,66.55,31.51666667,41.75,28.91666667,25.4,21.76666667,30.65,20.85,18.2
Pokmon Mystery Dungeon: Explorers of Time,1,role-playing (rpG),Nintendo,59,1.91,24.95,Nintendo DS,T,2007,31.18333333,55.26666667,23.9,21.33333333,75.06666667,80.55,81.13333333,66.55,31.51666667,41.75,28.91666667,25.4,21.76666667,30.65,20.85,18.2
Uncharted: Drake's Fortune,1,action,Sony,88,1.76,24.95,PlayStation 3,T,2007,9.5,32.11666667,9,6.5,17.26666667,36.05,16.98333333,12.11666667,10.3,15.4,10,7.766666667,8.5,16.73333333,8.466666667,6.116666667
